240
20866465	23176712	5569740
20866465	23176712	5790511
20866465	23176712	6011281
20866465	23176712	6232052
20866465	23176712	6452822
20866465	23176712	6673593
20866465	23176712	6894363
20866465	23176712	7115134
5259082	18709931	15995835
5259082	18709931	16358046
5259082	18709931	16720257
5259082	18709931	17082468
5259082	18709931	17444679
5259082	18709931	17806890
5259082	18709931	18169101
5259082	18709931	18531312
17103781	23551329	10056393
17103781	23551329	10554156
17103781	23551329	11051920
17103781	23551329	11549683
17103781	23551329	12047447
17103781	23551329	12545210
17103781	23551329	13042973
17103781	23551329	13540737
14932554	22559586	9877263
14932554	22559586	10294876
14932554	22559586	10712488
14932554	22559586	11130101
14932554	22559586	11547714
14932554	22559586	11965326
14932554	22559586	12382939
14932554	22559586	12800551
22427299	10075829	13816992
22427299	10075829	14459618
22427299	10075829	15102243
22427299	10075829	15744869
22427299	10075829	16387494
22427299	10075829	17030120
22427299	10075829	17672745
22427299	10075829	18315371
9439933	705404	31694708
9439933	705404	32707398
9439933	705404	33720089
9439933	705404	34732779
9439933	705404	35745470
9439933	705404	36758160
9439933	705404	37770850
9439933	705404	38783541
23329957	22314350	25784556
23329957	22314350	26711249
23329957	22314350	27637941
23329957	22314350	28564634
23329957	22314350	29491327
23329957	22314350	30418019
23329957	22314350	31344712
23329957	22314350	32271404
13872745	4922884	37712038
13872745	4922884	38985462
13872745	4922884	40258885
13872745	4922884	41532309
13872745	4922884	42805732
13872745	4922884	44079156
13872745	4922884	45352579
13872745	4922884	46626003
22667492	15713090	45413598
22667492	15713090	46887190
22667492	15713090	48360782
22667492	15713090	49834374
22667492	15713090	51307966
22667492	15713090	52781558
22667492	15713090	54255150
22667492	15713090	55728742
21910341	8679142	40884820
21910341	8679142	42918003
21910341	8679142	44951186
21910341	8679142	46984369
21910341	8679142	49017553
21910341	8679142	51050736
21910341	8679142	53083919
21910341	8679142	55117102
10310263	9215717	24933532
10310263	9215717	26015854
10310263	9215717	27098176
10310263	9215717	28180498
10310263	9215717	29262820
10310263	9215717	30345141
10310263	9215717	31427463
10310263	9215717	32509785
23182540	16729425	46169164
23182540	16729425	48077362
23182540	16729425	49985560
23182540	16729425	51893759
23182540	16729425	53801957
23182540	16729425	55710155
23182540	16729425	57618354
23182540	16729425	59526552
15693113	1044727	42640108
15693113	1044727	44012240
15693113	1044727	45384372
15693113	1044727	46756503
15693113	1044727	48128635
15693113	1044727	49500767
15693113	1044727	50872898
15693113	1044727	52245030
21858462	34324	42753194
21858462	34324	45113014
21858462	34324	47472834
21858462	34324	49832653
21858462	34324	52192473
21858462	34324	54552293
21858462	34324	56912112
21858462	34324	59271932
20934672	2834513	46482834
20934672	2834513	48474580
20934672	2834513	50466326
20934672	2834513	52458072
20934672	2834513	54449818
20934672	2834513	56441564
20934672	2834513	58433310
20934672	2834513	60425056
23176712	20866465	5569740
23176712	20866465	5790511
23176712	20866465	6011281
23176712	20866465	6232052
23176712	20866465	6452822
23176712	20866465	6673593
23176712	20866465	6894363
23176712	20866465	7115134
18709931	5259082	15995835
18709931	5259082	16358046
18709931	5259082	16720257
18709931	5259082	17082468
18709931	5259082	17444679
18709931	5259082	17806890
18709931	5259082	18169101
18709931	5259082	18531312
23551329	17103781	10056393
23551329	17103781	10554156
23551329	17103781	11051920
23551329	17103781	11549683
23551329	17103781	12047447
23551329	17103781	12545210
23551329	17103781	13042973
23551329	17103781	13540737
22559586	14932554	9877263
22559586	14932554	10294876
22559586	14932554	10712488
22559586	14932554	11130101
22559586	14932554	11547714
22559586	14932554	11965326
22559586	14932554	12382939
22559586	14932554	12800551
10075829	22427299	13816992
10075829	22427299	14459618
10075829	22427299	15102243
10075829	22427299	15744869
10075829	22427299	16387494
10075829	22427299	17030120
10075829	22427299	17672745
10075829	22427299	18315371
705404	9439933	31694708
705404	9439933	32707398
705404	9439933	33720089
705404	9439933	34732779
705404	9439933	35745470
705404	9439933	36758160
705404	9439933	37770850
705404	9439933	38783541
22314350	23329957	25784556
22314350	23329957	26711249
22314350	23329957	27637941
22314350	23329957	28564634
22314350	23329957	29491327
22314350	23329957	30418019
22314350	23329957	31344712
22314350	23329957	32271404
4922884	13872745	37712038
4922884	13872745	38985462
4922884	13872745	40258885
4922884	13872745	41532309
4922884	13872745	42805732
4922884	13872745	44079156
4922884	13872745	45352579
4922884	13872745	46626003
15713090	22667492	45413598
15713090	22667492	46887190
15713090	22667492	48360782
15713090	22667492	49834374
15713090	22667492	51307966
15713090	22667492	52781558
15713090	22667492	54255150
15713090	22667492	55728742
8679142	21910341	40884820
8679142	21910341	42918003
8679142	21910341	44951186
8679142	21910341	46984369
8679142	21910341	49017553
8679142	21910341	51050736
8679142	21910341	53083919
8679142	21910341	55117102
