160
2191918	1689718	7501374
2191918	1689718	7702103
2191918	1689718	7902832
2191918	1689718	8103561
2191918	1689718	8304290
2191918	1689718	8505018
2191918	1689718	8705747
2191918	1689718	8906476
3352810	6058055	14047143
3352810	6058055	14431048
3352810	6058055	14814953
3352810	6058055	15198859
3352810	6058055	15582764
3352810	6058055	15966669
3352810	6058055	16350575
3352810	6058055	16734480
2234479	6143303	17756419
2234479	6143303	18422539
2234479	6143303	19088659
2234479	6143303	19754779
2234479	6143303	20420899
2234479	6143303	21087019
2234479	6143303	21753139
2234479	6143303	22419259
1437365	2731711	23516986
1437365	2731711	24343229
1437365	2731711	25169472
1437365	2731711	25995715
1437365	2731711	26821958
1437365	2731711	27648200
1437365	2731711	28474443
1437365	2731711	29300686
3990685	2061988	20004074
3990685	2061988	21100884
3990685	2061988	22197694
3990685	2061988	23294504
3990685	2061988	24391314
3990685	2061988	25488124
3990685	2061988	26584934
3990685	2061988	27681744
1768765	6215534	22528414
1768765	6215534	23223975
1768765	6215534	23919535
1768765	6215534	24615096
1768765	6215534	25310656
1768765	6215534	26006217
1768765	6215534	26701777
1768765	6215534	27397338
5121262	5261452	32677318
5121262	5261452	33589014
5121262	5261452	34500710
5121262	5261452	35412406
5121262	5261452	36324102
5121262	5261452	37235798
5121262	5261452	38147494
5121262	5261452	39059190
6000228	4501070	27614759
6000228	4501070	28773571
6000228	4501070	29932384
6000228	4501070	31091196
6000228	4501070	32250009
6000228	4501070	33408821
6000228	4501070	34567633
6000228	4501070	35726446
4824732	4968006	30691304
4824732	4968006	32582069
4824732	4968006	34472834
4824732	4968006	36363599
4824732	4968006	38254364
4824732	4968006	40145129
4824732	4968006	42035894
4824732	4968006	43926659
2774629	308987	31540536
2774629	308987	33566128
2774629	308987	35591719
2774629	308987	37617311
2774629	308987	39642903
2774629	308987	41668494
2774629	308987	43694086
2774629	308987	45719677
1689718	2191918	7501374
1689718	2191918	7702103
1689718	2191918	7902832
1689718	2191918	8103561
1689718	2191918	8304290
1689718	2191918	8505018
1689718	2191918	8705747
1689718	2191918	8906476
6058055	3352810	14047143
6058055	3352810	14431048
6058055	3352810	14814953
6058055	3352810	15198859
6058055	3352810	15582764
6058055	3352810	15966669
6058055	3352810	16350575
6058055	3352810	16734480
6143303	2234479	17756419
6143303	2234479	18422539
6143303	2234479	19088659
6143303	2234479	19754779
6143303	2234479	20420899
6143303	2234479	21087019
6143303	2234479	21753139
6143303	2234479	22419259
2731711	1437365	23516986
2731711	1437365	24343229
2731711	1437365	25169472
2731711	1437365	25995715
2731711	1437365	26821958
2731711	1437365	27648200
2731711	1437365	28474443
2731711	1437365	29300686
2061988	3990685	20004074
2061988	3990685	21100884
2061988	3990685	22197694
2061988	3990685	23294504
2061988	3990685	24391314
2061988	3990685	25488124
2061988	3990685	26584934
2061988	3990685	27681744
6215534	1768765	22528414
6215534	1768765	23223975
6215534	1768765	23919535
6215534	1768765	24615096
6215534	1768765	25310656
6215534	1768765	26006217
6215534	1768765	26701777
6215534	1768765	27397338
5261452	5121262	32677318
5261452	5121262	33589014
5261452	5121262	34500710
5261452	5121262	35412406
5261452	5121262	36324102
5261452	5121262	37235798
5261452	5121262	38147494
5261452	5121262	39059190
4501070	6000228	27614759
4501070	6000228	28773571
4501070	6000228	29932384
4501070	6000228	31091196
4501070	6000228	32250009
4501070	6000228	33408821
4501070	6000228	34567633
4501070	6000228	35726446
4968006	4824732	30691304
4968006	4824732	32582069
4968006	4824732	34472834
4968006	4824732	36363599
4968006	4824732	38254364
4968006	4824732	40145129
4968006	4824732	42035894
4968006	4824732	43926659
308987	2774629	31540536
308987	2774629	33566128
308987	2774629	35591719
308987	2774629	37617311
308987	2774629	39642903
308987	2774629	41668494
308987	2774629	43694086
308987	2774629	45719677

